2.8003397468772431e+02,1.0042943776616683e+01,7.7022311536253589e+00
2.8007106644129163e+02,1.0019090712437334e+01,7.8677985549205598e+00
2.8005654297912514e+02,1.0016531382743278e+01,7.7939796026224641e+00
2.8009869830503311e+02,1.0003937712287298e+01,7.9917665365043078e+00
2.8014962409747733e+02,1.0020896995416695e+01,8.2541395042768340e+00
2.8013483201981779e+02,1.0017727780233523e+01,8.1795451194250344e+00
2.8019168200052064e+02,1.0008528874282499e+01,8.4472374111052311e+00
2.8020112788510676e+02,1.0044576840707421e+01,8.5232385037608314e+00
2.8021172347105551e+02,1.0011061754681345e+01,8.5456464805703636e+00
2.8023570572111544e+02,1.0010254314224829e+01,8.6596207629843551e+00
2.8028676793474114e+02,1.0025398969763121e+01,8.9153083465905887e+00
2.8029327434326569e+02,1.0007996026108678e+01,8.9305019435074140e+00
2.8030498016208520e+02,1.0020500793077604e+01,8.9968007812892186e+00
2.8035638190329462e+02,1.0036389421434384e+01,9.2519507301933643e+00
2.8035811993798967e+02,1.0034822672320836e+01,9.2586037956274936e+00
2.8042151000745815e+02,1.0022202387977165e+01,9.5398485137653051e+00
2.8043879311947620e+02,1.0008469189444041e+01,9.6058243670085837e+00
2.8044217902530994e+02,1.0025111659057417e+01,9.6372741556389396e+00
2.8049627902161956e+02,1.0009716788022526e+01,9.8678277257122495e+00
2.8051651334320849e+02,1.0044182458729294e+01,9.9931315948217190e+00
2.8053173917474544e+02,1.0013667357372178e+01,1.0031013631534664e+01
2.8052639089151842e+02,1.0033595010896226e+01,1.0026983646633749e+01
2.8058036377366244e+02,1.0036087715704371e+01,1.0270337844608116e+01
2.8057929663810296e+02,1.0026724872342552e+01,1.0256026938890939e+01
2.8060763693259850e+02,1.0000793519298384e+01,1.0354394918089040e+01
2.8065266137784056e+02,1.0031648062667481e+01,1.0583713181917981e+01
2.8068109496307773e+02,1.0029961418713802e+01,1.0705509050096593e+01
2.8070266700983439e+02,1.0027834443312965e+01,1.0796432440636627e+01
2.8072863065302568e+02,1.0040465456629395e+01,1.0921719068516083e+01
2.8072699424257769e+02,1.0018944685694994e+01,1.0891305118643247e+01
2.8078399672813742e+02,1.0027930470150054e+01,1.1143696382652575e+01
2.8078952777158082e+02,1.0033223049733994e+01,1.1172958868149921e+01
2.8081337286532840e+02,1.0030036592887896e+01,1.1269825963517802e+01
2.8086189853800681e+02,1.0028572937044149e+01,1.1470740036653719e+01
2.8087374541169839e+02,1.0010932176340553e+01,1.1499569339834009e+01
2.8089468059556327e+02,1.0039940014076949e+01,1.1619399576186487e+01
2.8094263754358633e+02,1.0016068085071099e+01,1.1787815325233259e+01
2.8096488894541721e+02,1.0027232248363422e+01,1.1891233946867590e+01
2.8095423146525371e+02,1.0025494069696936e+01,1.1846001964582557e+01
2.8099340008943227e+02,1.0008923246888376e+01,1.1984262898098503e+01
2.8102952697593190e+02,1.0022992870243622e+01,1.2145533988528772e+01
2.8103849908700340e+02,1.0031674862658580e+01,1.2191750527279257e+01
2.8106713242294541e+02,1.0039089385351426e+01,1.2314224430829873e+01
2.8109796983401020e+02,1.0046591932586303e+01,1.2444794092842722e+01
2.8113782653867412e+02,1.0035214405897964e+01,1.2585973309347926e+01
2.8113764167042945e+02,1.0019101031228283e+01,1.2565048849939535e+01
2.8117876867517066e+02,1.0021065117022472e+01,1.2725846374520982e+01
2.8119556638871421e+02,1.0015301050112990e+01,1.2782671396880108e+01
2.8123213085100622e+02,1.0001692057999183e+01,1.2903764060370186e+01
2.8125378194389037e+02,1.0043600232185701e+01,1.3039530993085915e+01
2.8129356562478171e+02,1.0008443927141215e+01,1.3142259977158577e+01
2.8132187775374604e+02,1.0015857477936009e+01,1.3256696866151600e+01
2.8133794956400544e+02,1.0010193956776488e+01,1.3308245855003877e+01
2.8137579025438652e+02,1.0003897544094404e+01,1.3437787256217554e+01
2.8137679006863351e+02,1.0030057799834010e+01,1.3476561082181368e+01
2.8137909015726217e+02,1.0046715630573603e+01,1.3507312812727772e+01
2.8144424009860609e+02,1.0024047011045036e+01,1.3711177950698740e+01
2.8147033068015548e+02,1.0038061547335102e+01,1.3823130726904916e+01
2.8146368676864785e+02,1.0007827233426097e+01,1.3758004653942798e+01
2.8151674760085552e+02,1.0046901158326635e+01,1.3998825980016244e+01
2.8151116420493298e+02,1.0031592403688746e+01,1.3957970107188839e+01
2.8156426114780271e+02,1.0012511919106762e+01,1.4115488384715272e+01
2.8159336319619723e+02,1.0041216743393589e+01,1.4255929955690517e+01
2.8158591318172552e+02,1.0033747371038771e+01,1.4219832391772298e+01
2.8164099378741167e+02,1.0005253629655451e+01,1.4366082076333061e+01
2.8165951179421791e+02,1.0031378823879610e+01,1.4465819323863098e+01
2.8169034069749029e+02,1.0026005167482001e+01,1.4560845157321394e+01
2.8172525530078565e+02,1.0046364394497456e+01,1.4705891887464702e+01
2.8172398712633515e+02,1.0030350309574171e+01,1.4678284073739160e+01
2.8173015034699580e+02,1.0019751756821750e+01,1.4682985930034224e+01
2.8176943234772318e+02,1.0025756349678543e+01,1.4819788627475251e+01
2.8181098890607291e+02,1.0049623593853788e+01,1.4989118228325719e+01
2.8184936822737819e+02,1.0035296001922955e+01,1.5089833466660455e+01
2.8185065943382108e+02,1.0020856351820699e+01,1.5072196677066687e+01
2.8189073573506005e+02,1.0018537646237190e+01,1.5194352500613466e+01
2.8188489981242941e+02,1.0049854198774216e+01,1.5223594926956018e+01
2.8191695968413035e+02,1.0046617979104729e+01,1.5318511648294407e+01
2.8197152506246891e+02,1.0037179777863431e+01,1.5471479317196517e+01
2.8197174617362276e+02,1.0044453931308093e+01,1.5483364402614926e+01
2.8199401060074416e+02,1.0036172749460651e+01,1.5538016566652082e+01
2.8202305037058568e+02,1.0016110833173014e+01,1.5593968223585605e+01
2.8205607501224910e+02,1.0040216474828432e+01,1.5729658588179330e+01
2.8208331975278315e+02,1.0039188652786859e+01,1.5808196533489363e+01
2.8208225979171851e+02,1.0029405707359979e+01,1.5789690608164760e+01
2.8213675604169345e+02,1.0013901223247611e+01,1.5923021237340860e+01
2.8215498024869549e+02,1.0046360381983032e+01,1.6026889706259375e+01
2.8218440642083220e+02,1.0001670084434949e+01,1.6038894582014795e+01
2.8219889526627765e+02,1.0003653567866705e+01,1.6082779942124326e+01
2.8221004504965521e+02,1.0048637620726767e+01,1.6186421535116075e+01
2.8227389349670909e+02,1.0025775334945983e+01,1.6326144664259338e+01
2.8226653527484291e+02,1.0006385457064404e+01,1.6274470659997256e+01
2.8232705693623507e+02,1.0045702780622635e+01,1.6502766789593924e+01
2.8231568050922124e+02,1.0014815768683544e+01,1.6421508169326021e+01
2.8234531203479929e+02,1.0000329561718146e+01,1.6476858900007059e+01
2.8235963874391297e+02,1.0026004740446437e+01,1.6557191087335777e+01
2.8240400034649730e+02,1.0039802794652866e+01,1.6696586510864481e+01
2.8243886570147617e+02,1.0038756807873551e+01,1.6785098080694013e+01
2.8243869719582864e+02,1.0043398025619325e+01,1.6792424881175723e+01
2.8249801471020828e+02,1.0042513186786170e+01,1.6941754698907630e+01
2.8248769008763747e+02,1.0033715800417387e+01,1.6900940850235340e+01
2.8254770415486178e+02,1.0011213615419219e+01,1.7012177978056865e+01
2.8255459921057684e+02,1.0025065252095510e+01,1.7052643502131485e+01
2.8257220152438936e+02,1.0047111521145482e+01,1.7133236073995455e+01
2.8262833179080064e+02,1.0013162196499390e+01,1.7210217602948546e+01
2.8264345814132514e+02,1.0024841676328204e+01,1.7266140935757882e+01
2.8267982507304094e+02,1.0028077712685189e+01,1.7356992165965508e+01
2.8270476904279110e+02,1.0034634457578864e+01,1.7426103478115525e+01
2.8269234045807247e+02,1.0032850097131481e+01,1.7394307094643505e+01
2.8274545958040801e+02,1.0010482361240209e+01,1.7476824403477941e+01
2.8274522810695163e+02,1.0020142206077011e+01,1.7493166122265478e+01
2.8278235319272488e+02,1.0006711216241076e+01,1.7552793477807416e+01
2.8278302840279554e+02,1.0024502355654784e+01,1.7585501771254158e+01
2.8281499873210510e+02,1.0029130535063246e+01,1.7664192005267026e+01
2.8283297441181361e+02,1.0039526850573896e+01,1.7721772846903676e+01
2.8288109786051427e+02,1.0026585531817918e+01,1.7802329810652541e+01
2.8291469691427926e+02,1.0042196187893001e+01,1.7900973413268886e+01
2.8295197358866045e+02,1.0045553330986264e+01,1.7984347098880416e+01
2.8296570507248674e+02,1.0015901069722490e+01,1.7959333999144853e+01
2.8299782997553581e+02,1.0012119358295646e+01,1.8017467178786386e+01
2.8298933274073403e+02,1.0037064848175914e+01,1.8045246026024316e+01
2.8302753824407705e+02,1.0010879451491570e+01,1.8074339831069363e+01
2.8303476383163462e+02,1.0009025546337575e+01,1.8085231591817113e+01
2.8306697398052950e+02,1.0007254822441105e+01,1.8144859434205976e+01
2.8311319267415729e+02,1.0019328606361864e+01,1.8255195737885664e+01
2.8311470505168961e+02,1.0038506083379110e+01,1.8293000465770810e+01
2.8314004877580277e+02,1.0001618916776064e+01,1.8273248529818918e+01
2.8315951913190924e+02,1.0042011883695222e+01,1.8383223365128650e+01
2.8322254598338031e+02,1.0033484723099821e+01,1.8482008569690624e+01
2.8322745030483884e+02,1.0004106294097593e+01,1.8436601292359288e+01
2.8324023040783084e+02,1.0048752280874020e+01,1.8541561276586933e+01
2.8329622567281820e+02,1.0048580466567028e+01,1.8638686371172621e+01
2.8331234855715252e+02,1.0042327817252767e+01,1.8654544102788094e+01
2.8333985460064838e+02,1.0021033243438350e+01,1.8661126645414843e+01
2.8334526857232680e+02,1.0027675252234095e+01,1.8682493525245704e+01
2.8340198915224647e+02,1.0029632273107225e+01,1.8778661705521831e+01
2.8341597474720174e+02,1.0000700455338109e+01,1.8746745033039613e+01
2.8345147318613738e+02,1.0001632769497597e+01,1.8804102128589228e+01
2.8345266206737460e+02,1.0025179219402963e+01,1.8850216826743338e+01
2.8348586462072637e+02,1.0012138910457068e+01,1.8876583360615037e+01
2.8349726489933516e+02,1.0035375841700093e+01,1.8937650983118687e+01
2.8353166354582135e+02,1.0002459375288955e+01,1.8926647657118213e+01
2.8356563717536920e+02,1.0028949516705604e+01,1.9026222645044598e+01
2.8360242336912142e+02,1.0022090081734685e+01,1.9065412603923050e+01
2.8359668937908856e+02,1.0015323299916414e+01,1.9044497456513064e+01
2.8363765514419231e+02,1.0024817811186768e+01,1.9119340796889631e+01
2.8367486196286313e+02,1.0046916472587677e+01,1.9211718291689284e+01
2.8366861944140987e+02,1.0039187945935803e+01,1.9188615618895970e+01
2.8370558008119110e+02,1.0032721385080322e+01,1.9224940035512056e+01
2.8371407872708431e+02,1.0020614961172255e+01,1.9212728723965345e+01
2.8378056408313989e+02,1.0019864031779736e+01,1.9294739171339955e+01
2.8380812392186425e+02,1.0011731691468421e+01,1.9312345806502897e+01
2.8382899691870512e+02,1.0009267775758083e+01,1.9332276022266196e+01
2.8384923105816637e+02,1.0005189067736142e+01,1.9347899970609880e+01
2.8384251017721175e+02,1.0040771818950736e+01,1.9408921024109073e+01
2.8387643770731751e+02,1.0038156877256203e+01,1.9442709194483484e+01
2.8390706711272719e+02,1.0035878954575969e+01,1.9472363886429598e+01
2.8392319066902223e+02,1.0039135908223027e+01,1.9496243708648038e+01
2.8394663170134777e+02,1.0041527961850157e+01,1.9525959597692253e+01
2.8396642601534734e+02,1.0034860687787354e+01,1.9533721744320218e+01
2.8401409084065807e+02,1.0048872267912005e+01,1.9609360867141415e+01
2.8402104100152201e+02,1.0022716214184870e+01,1.9565163551649331e+01
2.8406960290835889e+02,1.0027050414784226e+01,1.9620110661141815e+01
2.8410656266570851e+02,1.0035312181697618e+01,1.9670099865625215e+01
2.8409157268059266e+02,1.0047588641738519e+01,1.9680593583155677e+01
2.8411472328691593e+02,1.0022350508007083e+01,1.9651967765388434e+01
2.8418086892508512e+02,1.0034805971818400e+01,1.9732956386594811e+01
2.8419416666860354e+02,1.0035654913368028e+01,1.9745468490896641e+01
2.8419824485986868e+02,1.0049585363142274e+01,1.9776171372322210e+01
2.8421158983906804e+02,1.0012997988779286e+01,1.9714796715257776e+01
2.8425454025088152e+02,1.0039301779187626e+01,1.9799656419544924e+01
2.8426418339268196e+02,1.0048820313213763e+01,1.9825605957085589e+01
2.8431020271777589e+02,1.0043299322485630e+01,1.9847658364879063e+01
2.8431273934843767e+02,1.0012487922393138e+01,1.9788517323920463e+01
2.8435336745935263e+02,1.0036304935466573e+01,1.9862784033875514e+01
2.8439517807725468e+02,1.0002558479457008e+01,1.9822165383985350e+01
2.8441209333932176e+02,1.0031046187380026e+01,1.9888738722653539e+01
2.8443658698704223e+02,1.0004389111978760e+01,1.9849991449654876e+01
2.8444094622124516e+02,1.0010263177311691e+01,1.9864095407602889e+01
